,,,,,,,,,,,,,,,,,Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.GitHubApi.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.GitHubApi.getAccessTokenExtractor(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.GitHubApi.getAccessTokenVerb(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.GitHubApi.getAuthorizationBaseUrl(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.GitHubApi.instance(),3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.GoogleApi20.GoogleApi20(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.GoogleApi20.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.GoogleApi20.getAccessTokenExtractor(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.GoogleApi20.getAuthorizationBaseUrl(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.GoogleApi20.getDeviceAuthorizationEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.GoogleApi20.getDeviceAuthorizationExtractor(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.GoogleApi20.getRevokeTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.GoogleApi20.instance(),7,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.HHApi.HHApi(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.HHApi.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.HHApi.getAuthorizationBaseUrl(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.HHApi.getClientAuthentication(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.HHApi.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.HiOrgServerApi20.HiOrgServerApi20(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.HiOrgServerApi20.HiOrgServerApi20(String),3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.HiOrgServerApi20.customVersion(String),1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.HiOrgServerApi20.getAccessTokenEndpoint(),1,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.HiOrgServerApi20.getAuthorizationBaseUrl(),1,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.HiOrgServerApi20.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.ImgurApi.ImgurApi(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.apis.ImgurApi.createService(String,String,String,String,String,OutputStream,String,HttpClientConfig,HttpClient)",9,6,0,6,3,2,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.ImgurApi.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.ImgurApi.getAuthorizationBaseUrl(),0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.apis.ImgurApi.getAuthorizationUrl(String,String,String,String,String,Map<String,String>)",10,20,4,16,3,10,1,5,8,1,7,11,2,9,5,5,5,1,0,0,1,0,0.06
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.ImgurApi.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.ImgurApi.isOob(String),4,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.KaixinApi20.KaixinApi20(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.KaixinApi20.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.KaixinApi20.getAccessTokenVerb(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.KaixinApi20.getAuthorizationBaseUrl(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.KaixinApi20.getBearerSignature(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.KaixinApi20.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.KakaoApi.KakaoApi(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.KakaoApi.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.KakaoApi.getAuthorizationBaseUrl(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.KakaoApi.getClientAuthentication(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.KakaoApi.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.KeycloakApi.KeycloakApi(String),2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Static Method,"com.github.scribejava.apis.KeycloakApi.composeBaseUrlWithRealm(String,String)",3,3,0,3,1,1,0,2,1,0,1,2,1,1,2,2,2,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.KeycloakApi.getAccessTokenEndpoint(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.KeycloakApi.getAccessTokenExtractor(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.KeycloakApi.getAuthorizationBaseUrl(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.KeycloakApi.getRevokeTokenEndpoint(),0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.KeycloakApi.instance(),0,3,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Static Method,"com.github.scribejava.apis.KeycloakApi.instance(String,String)",5,14,1,12,4,8,1,5,3,0,6,9,4,5,3,3,3,3,2,2,2,2,0.08
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.LinkedInApi.LinkedInApi(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.LinkedInApi.LinkedInApi(String...),2,7,0,7,2,4,0,4,2,0,3,6,3,3,2,2,2,1,0,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.LinkedInApi.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.LinkedInApi.getAuthorizationBaseUrl(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.LinkedInApi.getRequestTokenEndpoint(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,2,2,2,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.LinkedInApi.instance(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.LinkedInApi.instance(String...),4,3,0,3,1,1,0,2,1,0,1,2,1,1,2,2,3,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.LinkedInApi20.LinkedInApi20(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.LinkedInApi20.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.LinkedInApi20.getAuthorizationBaseUrl(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.LinkedInApi20.getClientAuthentication(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.LinkedInApi20.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.LiveApi.LiveApi(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.LiveApi.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.LiveApi.getAuthorizationBaseUrl(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.LiveApi.getBearerSignature(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.LiveApi.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.MailruApi.MailruApi(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.apis.MailruApi.createService(String,String,String,String,String,OutputStream,String,HttpClientConfig,HttpClient)",9,6,0,6,3,2,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.MailruApi.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.MailruApi.getAuthorizationBaseUrl(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.MailruApi.instance(),3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.apis.MediaWikiApi.MediaWikiApi(String,String)",2,11,0,4,1,2,7,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,1.75
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.MediaWikiApi.getAccessTokenEndpoint(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.MediaWikiApi.getAuthorizationBaseUrl(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.MediaWikiApi.getRequestTokenEndpoint(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.MediaWikiApi.instance(),2,11,0,3,1,1,8,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.67
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.MediaWikiApi.instanceBeta(),1,11,0,3,1,1,8,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.67
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.MeetupApi.MeetupApi(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.MeetupApi.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.MeetupApi.getAuthorizationBaseUrl(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.MeetupApi.getRequestTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.MeetupApi.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.MeetupApi20.MeetupApi20(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.MeetupApi20.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.MeetupApi20.getAuthorizationBaseUrl(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.MeetupApi20.getClientAuthentication(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.MeetupApi20.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.MicrosoftAzureActiveDirectory20Api.MicrosoftAzureActiveDirectory20Api(),1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.MicrosoftAzureActiveDirectory20Api.MicrosoftAzureActiveDirectory20Api(String),3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.MicrosoftAzureActiveDirectory20Api.custom(String),1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.MicrosoftAzureActiveDirectory20Api.getBearerSignature(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.MicrosoftAzureActiveDirectory20Api.getEndpointVersionPath(),0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.MicrosoftAzureActiveDirectory20Api.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.MicrosoftAzureActiveDirectoryApi.MicrosoftAzureActiveDirectoryApi(),1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,"com.github.scribejava.apis.MicrosoftAzureActiveDirectoryApi.MicrosoftAzureActiveDirectoryApi(String,String)",6,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,"com.github.scribejava.apis.MicrosoftAzureActiveDirectoryApi.custom(String,String)",2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.MicrosoftAzureActiveDirectoryApi.customResource(String),2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.MicrosoftAzureActiveDirectoryApi.customTenant(String),1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.MicrosoftAzureActiveDirectoryApi.getAuthorizationBaseUrl(),1,5,0,5,2,3,0,3,1,0,2,3,2,1,2,2,3,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.MicrosoftAzureActiveDirectoryApi.getBearerSignature(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.MicrosoftAzureActiveDirectoryApi.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.MisfitApi.MisfitApi(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.MisfitApi.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.MisfitApi.getAuthorizationBaseUrl(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.MisfitApi.getBearerSignature(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.MisfitApi.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.NaverApi.NaverApi(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.NaverApi.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.NaverApi.getAuthorizationBaseUrl(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.NaverApi.getBearerSignature(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.NaverApi.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.OdnoklassnikiApi.OdnoklassnikiApi(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.apis.OdnoklassnikiApi.createService(String,String,String,String,String,OutputStream,String,HttpClientConfig,HttpClient)",9,6,0,6,3,2,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.OdnoklassnikiApi.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.OdnoklassnikiApi.getAuthorizationBaseUrl(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.OdnoklassnikiApi.getBearerSignature(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.OdnoklassnikiApi.getClientAuthentication(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.OdnoklassnikiApi.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.PinterestApi.PinterestApi(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.PinterestApi.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.PinterestApi.getAuthorizationBaseUrl(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.PinterestApi.getClientAuthentication(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.PinterestApi.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.PolarAPI.PolarAPI(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.apis.PolarAPI.createService(String,String,String,String,String,OutputStream,String,HttpClientConfig,HttpClient)",9,7,1,6,3,2,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.PolarAPI.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.PolarAPI.getAccessTokenExtractor(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.apis.PolarAPI.getAuthorizationBaseUrl(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.apis.PolarAPI.instance(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Constructor,com.github.scribejava.apis.Px500Api.Px500Api(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.apis.Px500Api.getAccessTokenEndpoint(),0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.33
