Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
Public Constructor,org.apache.commons.lang3.mutable.MutableFloat.MutableFloat(),2,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.00
Public Constructor,org.apache.commons.lang3.mutable.MutableFloat.MutableFloat(Number),3,10,0,4,1,2,6,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,1.50
Public Constructor,org.apache.commons.lang3.mutable.MutableFloat.MutableFloat(String),2,11,0,4,1,2,7,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,1.75
Public Constructor,org.apache.commons.lang3.mutable.MutableFloat.MutableFloat(float),26,9,0,4,1,2,5,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,1.25
Public Method,org.apache.commons.lang3.mutable.MutableFloat.add(Number),2,10,0,3,1,1,7,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.33
Public Method,org.apache.commons.lang3.mutable.MutableFloat.add(float),2,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.00
Public Method,org.apache.commons.lang3.mutable.MutableFloat.addAndGet(Number),3,13,0,4,1,2,9,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,2.25
Public Method,org.apache.commons.lang3.mutable.MutableFloat.addAndGet(float),3,12,0,4,1,2,8,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,2.00
Public Method,org.apache.commons.lang3.mutable.MutableFloat.compareTo(MutableFloat),4,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.00
Public Method,org.apache.commons.lang3.mutable.MutableFloat.decrement(),1,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
Public Method,org.apache.commons.lang3.mutable.MutableFloat.decrementAndGet(),2,11,0,4,1,2,7,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,1.75
Public Method,org.apache.commons.lang3.mutable.MutableFloat.doubleValue(),2,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
Public Method,org.apache.commons.lang3.mutable.MutableFloat.equals(Object),2,35,0,4,1,2,31,2,1,0,1,2,1,1,1,1,2,1,0,0,0,0,7.75
Public Method,org.apache.commons.lang3.mutable.MutableFloat.floatValue(),12,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
